Date,NIFTY 50,HDFC LIQUID FUND,NIFTY MIDCAP 100,Date1,,,
19-Aug-15,8495.15,3112.0714,13831.75,26/10/2016,,,
18-Aug-15,8466.55,3111.5051,14076.7,25/10/2016,,,
17-Aug-15,8477.3,3110.9397,14048.75,24/10/2016,,,
14-Aug-15,8518.55,3110.371,13977.35,23/10/2016,,,
13-Aug-15,8355.85,3109.2422,13917.1,21/10/2016,,,
12-Aug-15,8349.45,3108.6883,13636.95,20/10/2016,,,
11-Aug-15,8462.35,3108.1254,13684.9,19/10/2016,,,
10-Aug-15,8525.6,3107.5633,14007.75,18/10/2016,,,
07-Aug-15,8564.6,3107.0007,14100.75,17/10/2016,,,
06-Aug-15,8588.65,3106.4384,14114.95,16/10/2016,,,
05-Aug-15,8567.95,3105.2964,14137.4,14/10/2016,,,
04-Aug-15,8516.9,3104.7452,14149.85,13/10/2016,,,
03-Aug-15,8543.05,3104.1835,14029.85,12/10/2016,,,
31-Jul-15,8532.85,3103.0626,13831.8,10/10/2016,,,
30-Jul-15,8421.8,3102.4845,13728.65,09/10/2016,,,
29-Jul-15,8375.05,3101.3421,13568.15,07/10/2016,,,
28-Jul-15,8337,3100.7675,13457.35,06/10/2016,,,
27-Jul-15,8361,3100.19,13349.65,05/10/2016,,,
24-Jul-15,8521.55,3099.6034,13411.55,04/10/2016,,,
23-Jul-15,8589.8,3099.0303,13584.55,03/10/2016,,,
22-Jul-15,8633.5,3098.4633,13687,02/10/2016,,,
21-Jul-15,8529.45,3097.1168,13663.8,30/09/2016,,,
20-Jul-15,8603.45,3096.3855,13527.8,29/09/2016,,,
17-Jul-15,8609.85,3095.8203,13759.8,28/09/2016,,,
16-Jul-15,8608.05,3095.2498,13725.85,27/09/2016,,,
15-Jul-15,8523.8,3094.683,13680.9,26/09/2016,,,
14-Jul-15,8454.1,3094.1331,13513.35,25/09/2016,,,
13-Jul-15,8459.65,3092.9932,13469.75,23/09/2016,,,
10-Jul-15,8360.55,3092.4158,13433.45,22/09/2016,,,
09-Jul-15,8328.55,3091.8523,13260.4,21/09/2016,,,
08-Jul-15,8363.05,3091.305,13261.15,20/09/2016,,,
07-Jul-15,8510.8,3090.7379,13308.5,19/09/2016,,,
06-Jul-15,8522.15,3090.1842,13475.7,18/09/2016,,,
03-Jul-15,8484.9,3089.0549,13414.2,16/09/2016,,,
02-Jul-15,8444.9,3088.4702,13279.95,15/09/2016,,,
01-Jul-15,8453.05,3087.9096,13313.9,14/09/2016,,,
30-Jun-15,8368.5,3087.3266,13204.4,13/09/2016,,,
29-Jun-15,8318.4,3086.776,13009.65,12/09/2016,,,
26-Jun-15,8381.1,3086.2161,12863.65,11/09/2016,,,
25-Jun-15,8398,3085.0929,13066.25,09/09/2016,,,
24-Jun-15,8360.85,3084.5126,13053.1,08/09/2016,,,
23-Jun-15,8381.55,3083.949,12961.9,07/09/2016,,,
22-Jun-15,8353.1,3083.3807,13088.15,06/09/2016,,,
19-Jun-15,8224.95,3082.8223,13046.2,05/09/2016,,,
18-Jun-15,8174.6,3081.1078,12847,02/09/2016,,,
17-Jun-15,8091.55,3080.5228,12762.3,01/09/2016,,,
16-Jun-15,8047.3,3079.9566,12670.2,31/08/2016,,,
15-Jun-15,8013.9,3079.3756,12476.85,30/08/2016,,,
12-Jun-15,7982.9,3078.8046,12433.5,29/08/2016,,,
11-Jun-15,7965.35,3078.2335,12410.25,28/08/2016,,,
10-Jun-15,8124.45,3077.0875,12402.15,26/08/2016,,,
09-Jun-15,8022.4,3076.5104,12614.75,25/08/2016,,,
08-Jun-15,8044.15,3075.9396,12477.4,24/08/2016,,,
05-Jun-15,8114.7,3075.3638,12524.65,23/08/2016,,,
04-Jun-15,8130.65,3074.7819,12721,22/08/2016,,,
03-Jun-15,8135.1,3074.2086,12697.4,21/08/2016,,,
02-Jun-15,8236.45,3073.0554,12697.45,19/08/2016,,,
01-Jun-15,8433.4,3072.4657,12893.9,18/08/2016,,,
29-May-15,8433.65,3071.8935,13180.05,17/08/2016,,,
28-May-15,8319,3071.2626,13180.75,16/08/2016,,,
27-May-15,8334.6,3070.7432,13037.35,15/08/2016,,,
26-May-15,8339.35,3068.9905,13095.6,12/08/2016,,,
25-May-15,8370.25,3068.4071,13092.8,11/08/2016,,,
22-May-15,8458.95,3067.8247,13092.95,10/08/2016,,,
21-May-15,8421,3067.2358,13089.05,09/08/2016,,,
20-May-15,8423.25,3066.6509,13045.3,08/08/2016,,,
19-May-15,8365.65,3066.0554,13063,07/08/2016,,,
18-May-15,8373.65,3064.8579,13066.95,05/08/2016,,,
15-May-15,8262.35,3064.2865,13070.25,04/08/2016,,,
14-May-15,8224.2,3063.7146,12971.75,03/08/2016,,,
13-May-15,8235.45,3063.1332,12933.15,02/08/2016,,,
12-May-15,8126.95,3062.5441,12757.65,01/08/2016,,,
11-May-15,8325.25,3061.9503,12561.8,31/07/2016,,,
08-May-15,8191.5,3060.7723,12769,29/07/2016,,,
07-May-15,8057.3,3060.1804,12529.65,28/07/2016,,,
06-May-15,8097,3059.5821,12319.45,27/07/2016,,,
05-May-15,8324.8,3058.9964,12553.8,26/07/2016,,,
04-May-15,8331.95,3058.4008,13007.7,25/07/2016,,,
30-Apr-15,8181.5,3057.8273,12948.6,24/07/2016,,,
29-Apr-15,8239.75,3056.6778,12689.6,22/07/2016,,,
28-Apr-15,8285.6,3056.0949,12646.6,21/07/2016,,,
27-Apr-15,8213.8,3055.4986,12577.3,20/07/2016,,,
24-Apr-15,8305.25,3054.9029,12368.55,19/07/2016,,,
23-Apr-15,8398.3,3054.3121,12656.65,18/07/2016,,,
22-Apr-15,8429.7,3053.7207,12886.75,17/07/2016,,,
21-Apr-15,8377.75,3052.525,12878.65,15/07/2016,,,
20-Apr-15,8448.1,3051.9212,12846.25,14/07/2016,,,
17-Apr-15,8606,3051.2783,12942.45,13/07/2016,,,
16-Apr-15,8706.7,3050.6704,13261.9,12/07/2016,,,
15-Apr-15,8750.2,3050.0744,13468.85,11/07/2016,,,
13-Apr-15,8834,3049.4654,13564.5,10/07/2016,,,
10-Apr-15,8780.35,3048.2923,13663.3,08/07/2016,,,
09-Apr-15,8778.3,3047.6611,13620.5,07/07/2016,,,
08-Apr-15,8714.4,3047.022,13526.5,06/07/2016,,,
07-Apr-15,8660.3,3046.3991,13494,05/07/2016,,,
06-Apr-15,8659.9,3045.8014,13389.75,04/07/2016,,,
01-Apr-15,8586.25,3045.1822,13274.15,03/07/2016,,,
31-Mar-15,8491,3044.0117,13153.65,01/07/2016,,,
30-Mar-15,8492.3,3043.3001,13001.25,30/06/2016,,,
27-Mar-15,8341.4,3042.5332,12939.1,29/06/2016,,,
26-Mar-15,8342.15,3041.9146,12746.05,28/06/2016,,,
25-Mar-15,8530.8,3041.2914,12767.8,27/06/2016,,,
24-Mar-15,8542.95,3040.6803,12883.7,26/06/2016,,,
23-Mar-15,8550.9,3039.3942,12867.25,24/06/2016,,,
20-Mar-15,8570.9,3038.8065,12907.55,23/06/2016,,,
19-Mar-15,8634.65,3038.1948,13012.9,22/06/2016,,,
18-Mar-15,8685.9,3037.5876,13207.3,21/06/2016,,,
17-Mar-15,8723.3,3036.9806,13255.15,20/06/2016,,,
16-Mar-15,8633.15,3036.4038,13233,19/06/2016,,,
13-Mar-15,8647.75,3035.1463,13105.25,17/06/2016,,,
12-Mar-15,8776,3034.5588,13155.2,16/06/2016,,,
11-Mar-15,8699.95,3033.952,13334,15/06/2016,,,
10-Mar-15,8712.05,3033.3158,13128.75,14/06/2016,,,
09-Mar-15,8756.75,3032.6758,13177.8,13/06/2016,,,
05-Mar-15,8937.75,3032.0403,13175.25,12/06/2016,,,
04-Mar-15,8922.65,3030.788,13349.5,10/06/2016,,,
03-Mar-15,8996.25,3030.1561,13242.9,09/06/2016,,,
02-Mar-15,8956.75,3029.5486,13425.35,08/06/2016,,,
28-Feb-15,8901.85,3028.9297,13322.2,07/06/2016,,,
27-Feb-15,8844.6,3028.2763,13117.5,06/06/2016,,,
26-Feb-15,8683.85,3027.6573,13113.3,05/06/2016,,,
25-Feb-15,8767.25,3026.3842,12851.4,03/06/2016,,,
24-Feb-15,8762.1,3025.757,13002.1,02/06/2016,,,
23-Feb-15,8754.95,3025.1509,13022.95,01/06/2016,,,
20-Feb-15,8833.6,3024.5396,13070.95,31/05/2016,,,
19-Feb-15,8895.3,3023.8685,13200.4,30/05/2016,,,
18-Feb-15,8869.1,3023.2562,13202.35,29/05/2016,,,
16-Feb-15,8809.35,3022.0126,13174.3,27/05/2016,,,
13-Feb-15,8805.5,3021.3934,13078.4,26/05/2016,,,
12-Feb-15,8711.55,3020.7785,13100.8,25/05/2016,,,
11-Feb-15,8627.4,3020.1443,12995.05,24/05/2016,,,
10-Feb-15,8565.55,3019.5151,12842.9,23/05/2016,,,
09-Feb-15,8526.35,3018.8807,12616.55,22/05/2016,,,
06-Feb-15,8661.05,3017.5962,12531.75,20/05/2016,,,
05-Feb-15,8711.7,3016.9561,12744.9,19/05/2016,,,
04-Feb-15,8723.7,3016.3057,12863.45,18/05/2016,,,
03-Feb-15,8756.55,3015.6511,13055.85,17/05/2016,,,
02-Feb-15,8797.4,3015.0121,13101.85,16/05/2016,,,
30-Jan-15,8808.9,3014.3732,13207.65,15/05/2016,,,
29-Jan-15,8952.35,3013.0989,13124.1,13/05/2016,,,
28-Jan-15,8914.3,3012.4579,13179.1,12/05/2016,,,
27-Jan-15,8910.5,3011.8207,13220.1,11/05/2016,,,
23-Jan-15,8835.6,3011.1779,13143.8,10/05/2016,,,
22-Jan-15,8761.4,3010.5229,13034.9,09/05/2016,,,
21-Jan-15,8729.5,3009.8913,12988.95,08/05/2016,,,
20-Jan-15,8695.6,3008.6344,12961.8,06/05/2016,,,
19-Jan-15,8550.7,3008.0026,12949.85,05/05/2016,,,
16-Jan-15,8513.8,3007.3635,12903.9,04/05/2016,,,
15-Jan-15,8494.15,3006.7172,12868.85,03/05/2016,,,
14-Jan-15,8277.55,3006.0662,12792.45,02/05/2016,,,
13-Jan-15,8299.4,3005.4157,12616.75,01/05/2016,,,
12-Jan-15,8323,3004.1296,12643.95,29/04/2016,,,
09-Jan-15,8284.5,3003.4929,12642.55,28/04/2016,,,
08-Jan-15,8234.6,3002.8331,12583.25,27/04/2016,,,
07-Jan-15,8102.1,3002.1896,12575.9,26/04/2016,,,
06-Jan-15,8127.35,3001.5575,12360.9,25/04/2016,,,
05-Jan-15,8378.4,3000.9281,12325.7,24/04/2016,,,
02-Jan-15,8395.45,2999.6408,12710.7,22/04/2016,,,
01-Jan-15,8284,2998.9837,12699.8,21/04/2016,,,
31-Dec-14,8282.7,2998.3748,12618.3,20/04/2016,,,
30-Dec-14,8248.25,2997.7292,12583.85,19/04/2016,,,
29-Dec-14,8246.3,2997.0908,12470.95,18/04/2016,,,
26-Dec-14,8200.7,2996.4446,12410.25,17/04/2016,,,
24-Dec-14,8174.1,2993.8012,12304.15,13/04/2016,,,
23-Dec-14,8267,2993.1561,12240.1,12/04/2016,,,
22-Dec-14,8324,2992.5235,12228.8,11/04/2016,,,
19-Dec-14,8225.2,2991.8384,12301.15,10/04/2016,,,
18-Dec-14,8159.3,2989.8555,12197.3,07/04/2016,,,
17-Dec-14,8029.8,2989.1968,12126,06/04/2016,,,
16-Dec-14,8067.6,2988.5536,11777.8,05/04/2016,,,
15-Dec-14,8219.6,2987.8004,11825.55,04/04/2016,,,
12-Dec-14,8224.1,2987.0804,12133.55,03/04/2016,,,
11-Dec-14,8292.9,2984.5463,12191.3,31/03/2016,,,
10-Dec-14,8355.65,2982.0215,12330.05,30/03/2016,,,
09-Dec-14,8340.7,2981.1012,12439.4,29/03/2016,,,
08-Dec-14,8438.25,2980.4049,12324.45,28/03/2016,,,
05-Dec-14,8538.3,2979.8428,12528.7,27/03/2016,,,
04-Dec-14,8564.4,2977.1544,12667.8,23/03/2016,,,
03-Dec-14,8537.65,2976.7269,12736.7,22/03/2016,,,
02-Dec-14,8524.7,2976.0531,12672.85,21/03/2016,,,
01-Dec-14,8555.9,2975.3858,12482.4,20/03/2016,,,
28-Nov-14,8588.25,2974.0466,12360.15,18/03/2016,,,
27-Nov-14,8494.2,2973.3447,12389.25,17/03/2016,,,
26-Nov-14,8475.75,2972.6871,12248.3,16/03/2016,,,
25-Nov-14,8463.1,2972.0233,12180.45,15/03/2016,,,
24-Nov-14,8530.15,2971.3195,12124.35,14/03/2016,,,
21-Nov-14,8477.35,2970.6173,12297.9,13/03/2016,,,
20-Nov-14,8401.9,2969.2809,12253.95,11/03/2016,,,
19-Nov-14,8382.3,2968.6298,12254.05,10/03/2016,,,
18-Nov-14,8425.9,2968.0212,12259.1,09/03/2016,,,
17-Nov-14,8430.75,2967.4058,12348.35,08/03/2016,,,
14-Nov-14,8389.9,2966.7952,12268.75,07/03/2016,,,
13-Nov-14,8357.85,2964.8882,12198.6,04/03/2016,,,
12-Nov-14,8383.3,2964.2572,12089.7,03/03/2016,,,
11-Nov-14,8362.65,2963.6202,12167.35,02/03/2016,,,
10-Nov-14,8344.25,2962.9619,12090.55,01/03/2016,,,
07-Nov-14,8337,2962.3107,12000.1,29/02/2016,,,
05-Nov-14,8338.3,2961.6501,11995.8,28/02/2016,,,
03-Nov-14,8324.15,2960.4283,11977.25,26/02/2016,,,
31-Oct-14,8322.2,2959.8526,11958.3,25/02/2016,,,
30-Oct-14,8169.2,2959.2822,11841.1,24/02/2016,,,
29-Oct-14,8090.45,2958.6979,11656.9,23/02/2016,,,
28-Oct-14,8027.6,2958.0915,11590,22/02/2016,,,
27-Oct-14,7991.7,2957.4841,11536.95,21/02/2016,,,
23-Oct-14,8014.55,2955.6072,11475.15,18/02/2016,,,
22-Oct-14,7995.9,2955.0044,11522.9,17/02/2016,,,
21-Oct-14,7927.75,2954.3933,11432.8,16/02/2016,,,
20-Oct-14,7879.4,2953.7757,11319.75,15/02/2016,,,
17-Oct-14,7779.7,2953.1642,11230.45,14/02/2016,,,
16-Oct-14,7748.2,2951.9082,11070.75,12/02/2016,,,
14-Oct-14,7864,2951.2955,10983.7,11/02/2016,,,
13-Oct-14,7884.25,2950.6778,11269.7,10/02/2016,,,
10-Oct-14,7859.95,2950.0526,11284.6,09/02/2016,,,
09-Oct-14,7960.55,2949.4274,11230.8,08/02/2016,,,
08-Oct-14,7842.7,2948.8206,11407.9,07/02/2016,,,
07-Oct-14,7852.4,2947.5886,11226.35,05/02/2016,,,
01-Oct-14,7945.55,2946.9957,11246.9,04/02/2016,,,
30-Sep-14,7964.8,2946.4023,11373.25,03/02/2016,,,
29-Sep-14,7958.9,2945.8084,11418.3,02/02/2016,,,
26-Sep-14,7968.85,2945.2133,11394.15,01/02/2016,,,
25-Sep-14,7911.85,2944.611,11296.6,31/01/2016,,,
24-Sep-14,8002.4,2943.3432,11174.45,29/01/2016,,,
23-Sep-14,8017.55,2942.7824,11397.85,28/01/2016,,,
22-Sep-14,8146.3,2942.1872,11481.1,27/01/2016,,,
19-Sep-14,8121.45,2941.5981,11703.35,26/01/2016,,,
18-Sep-14,8114.75,2941.0051,11731.75,25/01/2016,,,
17-Sep-14,7975.5,2940.4145,11803.05,24/01/2016,,,
16-Sep-14,7932.9,2939.2047,11576.45,22/01/2016,,,
15-Sep-14,8042,2938.6283,11503.55,21/01/2016,,,
12-Sep-14,8105.5,2938.0436,11944.75,20/01/2016,,,
11-Sep-14,8085.7,2937.4432,11916.3,19/01/2016,,,
10-Sep-14,8094.1,2936.868,11866.95,18/01/2016,,,
09-Sep-14,8152.95,2936.2762,11752.8,17/01/2016,,,
08-Sep-14,8173.9,2935.0593,11777.3,15/01/2016,,,
05-Sep-14,8086.85,2934.4742,11726.05,14/01/2016,,,
04-Sep-14,8095.95,2933.8829,11568.15,13/01/2016,,,
03-Sep-14,8114.6,2933.2871,11535.7,12/01/2016,,,
02-Sep-14,8083.05,2932.7003,11509.55,11/01/2016,,,
01-Sep-14,8027.7,2932.112,11397.35,10/01/2016,,,
28-Aug-14,7954.35,2930.9183,11334.9,08/01/2016,,,
27-Aug-14,7936.05,2930.3197,11114.05,07/01/2016,,,
26-Aug-14,7904.75,2929.7304,11159.75,06/01/2016,,,
25-Aug-14,7906.3,2929.1228,11122.95,05/01/2016,,,
22-Aug-14,7913.2,2928.5211,11101.75,04/01/2016,,,
21-Aug-14,7891.1,2927.8764,11202.45,03/01/2016,,,
20-Aug-14,7875.3,2926.7002,11181.8,01/01/2016,,,
19-Aug-14,7897.5,2926.1059,11135.05,31/12/2015,,,
18-Aug-14,7874.25,2925.3704,11100.1,30/12/2015,,,
14-Aug-14,7791.7,2924.7495,10988.25,29/12/2015,,,
13-Aug-14,7739.55,2924.1474,10809.85,28/12/2015,,,
12-Aug-14,7727.05,2923.5501,10703.8,27/12/2015,,,
11-Aug-14,7625.95,2921.1843,10819.1,23/12/2015,,,
08-Aug-14,7568.55,2920.5754,10745.1,22/12/2015,,,
07-Aug-14,7649.25,2919.9466,10644.85,21/12/2015,,,
06-Aug-14,7672.05,2919.3432,10829.95,20/12/2015,,,
05-Aug-14,7746.55,2918.1049,10881,18/12/2015,,,
04-Aug-14,7683.65,2917.503,10950.6,17/12/2015,,,
01-Aug-14,7602.6,2916.9122,10876.95,16/12/2015,,,
31-Jul-14,7721.3,2916.3162,10763.35,15/12/2015,,,
30-Jul-14,7791.4,2915.6992,10838.2,14/12/2015,,,
28-Jul-14,7748.7,2915.1281,10823.55,13/12/2015,,,
25-Jul-14,7790.45,2913.9477,10753.6,11/12/2015,,,
24-Jul-14,7830.6,2913.3649,10788.35,10/12/2015,,,
23-Jul-14,7795.75,2912.7937,10928.5,09/12/2015,,,
22-Jul-14,7767.85,2912.2279,10949.85,08/12/2015,,,
21-Jul-14,7684.2,2911.6635,10995.5,07/12/2015,,,
18-Jul-14,7663.9,2911.0985,10987.2,06/12/2015,,,
17-Jul-14,7640.45,2909.9398,10998.4,04/12/2015,,,
16-Jul-14,7624.4,2909.3534,11048.7,03/12/2015,,,
15-Jul-14,7526.65,2908.7799,10916.75,02/12/2015,,,
14-Jul-14,7454.15,2908.2138,10759.25,01/12/2015,,,
11-Jul-14,7459.6,2907.648,10520.55,30/11/2015,,,
10-Jul-14,7567.75,2907.0696,10495.6,29/11/2015,,,
09-Jul-14,7585,2905.8928,10845.6,27/11/2015,,,
08-Jul-14,7623.2,2905.2679,10780.25,26/11/2015,,,
07-Jul-14,7787.15,2904.6836,10952.35,25/11/2015,,,
04-Jul-14,7751.6,2904.0606,11449.1,24/11/2015,,,
03-Jul-14,7714.8,2903.5428,11421.35,23/11/2015,,,
02-Jul-14,7725.15,2902.9656,11359.75,22/11/2015,,,
01-Jul-14,7634.7,2901.7873,11345.65,20/11/2015,,,
30-Jun-14,7611.35,2901.1926,11168,19/11/2015,,,
27-Jun-14,7508.8,2900.6129,11096.9,18/11/2015,,,
26-Jun-14,7493.2,2900.0389,10858.15,17/11/2015,,,
25-Jun-14,7569.25,2899.4462,10812.7,16/11/2015,,,
24-Jun-14,7580.2,2898.8679,10869.25,15/11/2015,,,
23-Jun-14,7493.35,2897.6589,10820.8,13/11/2015,,,
20-Jun-14,7511.45,2897.0654,10647.85,12/11/2015,,,
19-Jun-14,7540.7,2895.8492,10574.55,10/11/2015,,,
18-Jun-14,7558.2,2895.3164,10646.7,09/11/2015,,,
17-Jun-14,7631.7,2894.7385,10722.6,08/11/2015,,,
16-Jun-14,7533.55,2893.5353,10821.7,06/11/2015,,,
13-Jun-14,7542.1,2892.9301,10687.2,05/11/2015,,,
12-Jun-14,7649.9,2892.3451,10648.6,04/11/2015,,,
11-Jun-14,7626.85,2891.7748,10938,03/11/2015,,,
10-Jun-14,7656.4,2891.182,10884.7,02/11/2015,,,
09-Jun-14,7654.6,2890.6053,11017,01/11/2015,,,
06-Jun-14,7583.4,2889.3944,11075.85,30/10/2015,,,
05-Jun-14,7474.1,2888.7856,10952.35,29/10/2015,,,
04-Jun-14,7402.25,2888.2014,10772.15,28/10/2015,,,
03-Jun-14,7415.85,2887.5973,10620.5,27/10/2015,,,
02-Jun-14,7362.5,2887.0181,10457.4,26/10/2015,,,
30-May-14,7229.95,2886.4165,10366.6,25/10/2015,,,
29-May-14,7235.65,2885.2575,10141.05,23/10/2015,,,
28-May-14,7329.65,2884.6871,10112.3,22/10/2015,,,
27-May-14,7318,2884.0842,10208.25,21/10/2015,,,
26-May-14,7359.05,2883.4823,10144.55,20/10/2015,,,
23-May-14,7367.1,2882.8965,10250.8,19/10/2015,,,
22-May-14,7276.4,2882.3132,10459.3,18/10/2015,,,
21-May-14,7252.9,2881.1033,10252.05,16/10/2015,,,
20-May-14,7275.5,2880.4982,10076.95,15/10/2015,,,
19-May-14,7263.55,2879.9179,10002.7,14/10/2015,,,
16-May-14,7203,2879.3291,9908.4,13/10/2015,,,
15-May-14,7123.15,2878.7462,9487.5,12/10/2015,,,
14-May-14,7108.75,2878.1629,9296.1,11/10/2015,,,
13-May-14,7108.75,2876.9558,9389.7,09/10/2015,,,
12-May-14,7014.25,2876.3598,9239.8,08/10/2015,,,
09-May-14,6858.8,2875.7717,9052.65,07/10/2015,,,
08-May-14,6659.85,2875.1819,8964.2,06/10/2015,,,
07-May-14,6652.55,2874.5934,8798.8,05/10/2015,,,
06-May-14,6715.3,2873.9948,8819.45,04/10/2015,,,
05-May-14,6699.35,2872.1429,8840.6,01/10/2015,,,
02-May-14,6694.8,2871.4928,8824.35,30/09/2015,,,
30-Apr-14,6696.4,2870.746,8825.05,29/09/2015,,,
29-Apr-14,6715.25,2870.0264,8783.65,28/09/2015,,,
28-Apr-14,6761.25,2869.4325,8899.6,27/09/2015,,,
25-Apr-14,6782.75,2867.5976,8956.6,24/09/2015,,,
23-Apr-14,6840.8,2867.0137,8892.2,23/09/2015,,,
22-Apr-14,6815.35,2866.4223,8902.2,22/09/2015,,,
21-Apr-14,6817.65,2865.8344,8903.8,21/09/2015,,,
17-Apr-14,6779.4,2865.2424,8907.35,20/09/2015,,,
16-Apr-14,6675.3,2864.036,8833.4,18/09/2015,,,
15-Apr-14,6733.1,2863.4289,8706,17/09/2015,,,
11-Apr-14,6776.3,2862.8466,8778.65,16/09/2015,,,
10-Apr-14,6796.4,2862.2642,8854.4,15/09/2015,,,
09-Apr-14,6796.2,2861.6786,8860.25,14/09/2015,,,
07-Apr-14,6695.05,2861.0979,8751.15,13/09/2015,,,
04-Apr-14,6694.35,2859.8919,8616.95,11/09/2015,,,
03-Apr-14,6736.1,2859.3222,8640.85,10/09/2015,,,
02-Apr-14,6752.55,2858.758,8644.8,09/09/2015,,,
01-Apr-14,6721.05,2858.1775,8713.1,08/09/2015,,,
31-Mar-14,6704.2,2857.5917,8587.3,07/09/2015,,,
28-Mar-14,6695.9,2857.0082,8612.45,06/09/2015,,,
27-Mar-14,6641.75,2855.7839,8515.15,04/09/2015,,,
26-Mar-14,6601.4,2855.1914,8355.95,03/09/2015,,,
25-Mar-14,6589.75,2854.6053,8329.15,02/09/2015,,,
24-Mar-14,6583.5,2854.0227,8282.55,01/09/2015,,,
22-Mar-14,6494.9,2853.4331,8216.65,31/08/2015,,,
21-Mar-14,6493.2,2852.85,8176.75,30/08/2015,,,
20-Mar-14,6483.1,2851.65,8159.9,28/08/2015,,,
19-Mar-14,6524.05,2851.05,8108.6,27/08/2015,,,
18-Mar-14,6516.65,2850.45,8169.9,26/08/2015,,,
14-Mar-14,6504.2,2849.87,8156.55,25/08/2015,,,
13-Mar-14,6493.1,2849.28,8054.1,24/08/2015,,,
12-Mar-14,6516.9,2848.7,8055.85,23/08/2015,,,
11-Mar-14,6511.9,2847.49,8114.15,21/08/2015,,,
10-Mar-14,6537.25,2846.89,8143.3,20/08/2015,,,
07-Mar-14,6526.65,2846.3,8166.4,19/08/2015,,,
06-Mar-14,6401.15,2845.71,8126.15,18/08/2015,,,
05-Mar-14,6328.65,2845.12,8097.35,17/08/2015,,,
04-Mar-14,6297.95,2844.54,7985.55,16/08/2015,,,
03-Mar-14,6221.45,2843.3,7873.65,14/08/2015,,,
28-Feb-14,6276.95,2842.69,7775.2,13/08/2015,,,
26-Feb-14,6238.8,2842.1,7805.25,12/08/2015,,,
25-Feb-14,6200.05,2841.51,7711.55,11/08/2015,,,
24-Feb-14,6186.1,2840.91,7697.2,10/08/2015,,,
21-Feb-14,6155.45,2840.31,7690.85,09/08/2015,,,
20-Feb-14,6091.45,2839.08,7663.7,07/08/2015,,,
19-Feb-14,6152.75,2838.45,7603.85,06/08/2015,,,
18-Feb-14,6127.1,2837.86,7616.6,05/08/2015,,,
17-Feb-14,6073.3,2837.25,7573.55,04/08/2015,,,
14-Feb-14,6048.35,2836.64,7509.15,03/08/2015,,,
13-Feb-14,6001.1,2836.04,7503.9,02/08/2015,,,
12-Feb-14,6084,2834.79,7485,31/07/2015,,,
11-Feb-14,6062.7,2834.18,7581.4,30/07/2015,,,
10-Feb-14,6053.45,2833.57,7581.8,29/07/2015,,,
07-Feb-14,6063.2,2832.96,7577.3,28/07/2015,,,
06-Feb-14,6036.3,2832.36,7603.8,27/07/2015,,,
05-Feb-14,6022.4,2831.75,7550.75,26/07/2015,,,
04-Feb-14,6000.9,2830.52,7526.65,24/07/2015,,,
03-Feb-14,6001.8,2829.9,7483.95,23/07/2015,,,
31-Jan-14,6089.5,2829.29,7454.5,22/07/2015,,,
30-Jan-14,6073.7,2828.68,7540,21/07/2015,,,
29-Jan-14,6120.25,2828.07,7371.55,20/07/2015,,,
28-Jan-14,6126.25,2827.46,7474.1,19/07/2015,,,
27-Jan-14,6135.85,2826.23,7435.1,17/07/2015,,,
24-Jan-14,6266.75,2825.61,7441.6,16/07/2015,,,
23-Jan-14,6345.65,2824.99,7660.45,15/07/2015,,,
22-Jan-14,6338.95,2824.38,7800.1,14/07/2015,,,
21-Jan-14,6313.8,2823.76,7830.2,13/07/2015,,,
20-Jan-14,6303.95,2823.15,7822.15,12/07/2015,,,
17-Jan-14,6261.65,2821.91,7804.65,10/07/2015,,,
16-Jan-14,6318.9,2821.3,7727.5,09/07/2015,,,
15-Jan-14,6320.9,2820.69,7816.1,08/07/2015,,,
14-Jan-14,6241.85,2820.07,7849.35,07/07/2015,,,
13-Jan-14,6272.75,2819.47,7803.65,06/07/2015,,,
10-Jan-14,6171.45,2818.84,7800.25,05/07/2015,,,
09-Jan-14,6168.35,2817.62,7814,03/07/2015,,,
08-Jan-14,6174.6,2816.99,7891.15,02/07/2015,,,
07-Jan-14,6162.25,2816.36,7952,01/07/2015,,,
06-Jan-14,6191.45,2815.75,7910.35,30/06/2015,,,
03-Jan-14,6211.15,2815.03,7984.65,29/06/2015,,,
02-Jan-14,6221.15,2814.42,7964.65,28/06/2015,,,
01-Jan-14,6301.65,2813.2,7941.4,26/06/2015,,,
31-Dec-13,6304,2812.58,8114,25/06/2015,,,
30-Dec-13,6291.1,2811.97,8071.3,24/06/2015,,,
27-Dec-13,6313.8,2811.36,8010.55,23/06/2015,,,
26-Dec-13,6278.9,2810.74,8034.85,22/06/2015,,,
24-Dec-13,6268.4,2810.13,7981.45,21/06/2015,,,
23-Dec-13,6284.5,2808.89,7965.3,19/06/2015,,,
20-Dec-13,6274.25,2808.27,7923.1,18/06/2015,,,
19-Dec-13,6166.65,2807.65,7838.95,17/06/2015,,,
18-Dec-13,6217.15,2807.04,7709.75,16/06/2015,,,
17-Dec-13,6139.05,2806.43,7739.4,15/06/2015,,,
16-Dec-13,6154.7,2805.82,7626.8,14/06/2015,,,
13-Dec-13,6168.4,2804.56,7637.05,12/06/2015,,,
12-Dec-13,6237.05,2803.94,7605,11/06/2015,,,
11-Dec-13,6307.9,2803.32,7711.5,10/06/2015,,,
10-Dec-13,6332.85,2802.71,7755.8,09/06/2015,,,
